,pdbid,binding_affinity
6687,1j4q,6.44
6688,1jqe,6.44
6689,1qti,6.44
6690,1svh,6.44
6691,2jh5,6.44
6692,2m0u,6.44
6693,2pvm,6.44
6694,2vqj,6.44
6695,2xnp,6.44
6696,2y59,6.44
6697,3d7m,6.44
6698,3ffu,6.44
6699,3pfp,6.44
6700,3s9y,6.44
6701,3wyj,6.44
6702,3zmq,6.44
6703,4da5,6.44
6704,4ea1,6.44
6705,4ea2,6.44
6706,4fmu,6.44
6707,4jfk,6.44
6708,4jfx,6.44
6709,4jg6,6.44
6710,4l2k,6.44
6711,4os6,6.44
6712,4oya,6.44
6713,4pde,6.44
6714,4q3u,6.44
6715,4qaa,6.44
6716,4tjy,6.44
6717,4wz4,6.44
6718,5al2,6.44
6719,3d32,6.45
6720,3qw5,6.45
6721,4kwo,6.45
6722,1gt3,6.46
6723,1m2r,6.46
6724,1q4w,6.46
6725,1r5y,6.46
6726,1ro6,6.46
6727,1w2k,6.46
6728,1wbn,6.46
6729,2c6m,6.46
6730,2ohv,6.46
6731,2vwu,6.46
6732,2xd9,6.46
6733,2xdx,6.46
6734,2y4m,6.46
6735,3anr,6.46
6736,3i6m,6.46
6737,3kdu,6.46
6738,3o8p,6.46
6739,3pd8,6.46
6740,3tnh,6.46
6741,3zy2,6.46
6742,4dgn,6.46
6743,4hyb,6.46
6744,4m0y,6.46
6745,4n07,6.46
6746,4w4y,6.46
6747,4ymh,6.46
6748,5ap4,6.46
6749,7abp,6.46
6750,1aqj,6.47
6751,1bxl,6.47
6752,1j01,6.47
6753,1o9k,6.47
6754,1wbt,6.47
6755,2o64,6.47
6756,2xu4,6.47
6757,3cm2,6.47
6758,3gcq,6.47
6759,3s78,6.47
6760,3tfp,6.47
6761,3zh8,6.47
6762,4aft,6.47
6763,4fea,6.47
6764,4ju4,6.47
6765,4jzb,6.47
6766,4mhy,6.47
6767,4psx,6.47
6768,4rd3,6.47
6769,4uv8,6.47
6770,4zhl,6.47
6771,4zji,6.47
6772,5ai1,6.47
6773,5c11,6.47
6774,1c50,6.48
6775,1f4g,6.48
6776,1gpn,6.48
6777,1q9m,6.48
6778,1rpj,6.48
6779,2f89,6.48
6780,2hz0,6.48
6781,2nqg,6.48
6782,2oz5,6.48
6783,2q2n,6.48
6784,2w6p,6.48
6785,2w71,6.48
6786,2wnj,6.48
6787,2x24,6.48
6788,2y5l,6.48
6789,3cph,6.48
6790,3g3r,6.48
6791,3gsm,6.48
6792,3ieo,6.48
6793,3nc9,6.48
6794,3ogx,6.48
6795,3p3u,6.48
6796,4e67,6.48
6797,4kon,6.48
6798,4mg8,6.48
6799,4n7e,6.48
6800,4nat,6.48
6801,4pvv,6.48
6802,4q0a,6.48
6803,4q3t,6.48
6804,4yoi,6.48
6805,1dl7,6.49
6806,1fsw,6.49
6807,1ru2,6.49
6808,1s4d,6.49
6809,1x11,6.49
6810,2h02,6.49
6811,2qf6,6.49
6812,2ygu,6.49
6813,3ara,6.49
6814,3bft,6.49
6815,3bum,6.49
6816,3h0j,6.49
6817,3mho,6.49
6818,3mj5,6.49
6819,3muf,6.49
6820,3nw3,6.49
6821,3qar,6.49
6822,3qel,6.49
6823,3s0b,6.49
6824,3u6a,6.49
6825,3u8h,6.49
6826,3wut,6.49
6827,4brx,6.49
6828,4d8s,6.49
6829,4eoy,6.49
6830,4gv8,6.49
6831,4hw3,6.49
6832,4mwb,6.49
6833,4v11,6.49
6834,4yee,6.49
6835,4z68,6.49
6836,5ar7,6.49
6837,1xa5,6.50
6838,2g72,6.50
6839,2gj4,6.50
6840,2weg,6.50
6841,3bwj,6.50
6842,3qcs,6.50
6843,4ith,6.50
6844,4kzu,6.50
6845,4mme,6.50
6846,4mw4,6.50
6847,4oc0,6.50
6848,4qws,6.50
6849,1h3c,6.51
6850,1vwf,6.51
6851,2jdh,6.51
6852,2jkt,6.51
6853,2usn,6.51
6854,2wtc,6.51
6855,2xjj,6.51
6856,2y56,6.51
6857,3cj4,6.51
6858,3gds,6.51
6859,3hf8,6.51
6860,3hv4,6.51
6861,3k5u,6.51
6862,3r93,6.51
6863,3wmc,6.51
6864,4bo9,6.51
6865,4e3o,6.51
6866,4fut,6.51
6867,4hlg,6.51
6868,4nka,6.51
6869,4zbi,6.51
6870,1alw,6.52
6871,1ct8,6.52
6872,1esz,6.52
6873,1g74,6.52
6874,1gt4,6.52
6875,1h28,6.52
6876,1j80,6.52
6877,1k3q,6.52
6878,1k9s,6.52
6879,1m21,6.52
6880,1mqh,6.52
6881,1qy1,6.52
6882,1rsd,6.52
6883,1w1d,6.52
6884,1zhy,6.52
6885,2f9b,6.52
6886,2fx8,6.52
6887,2gz7,6.52
6888,2h4g,6.52
6889,2ima,6.52
6890,2jql,6.52
6891,2nn7,6.52
6892,2nt7,6.52
6893,2ntf,6.52
6894,2o4h,6.52
6895,2off,6.52
6896,2oxy,6.52
6897,2pfy,6.52
6898,2rc8,6.52
6899,2v3e,6.52
6900,2vev,6.52
6901,2w0p,6.52
6902,2w73,6.52
6903,2x2k,6.52
6904,2zft,6.52
6905,3bva,6.52
6906,3c10,6.52
6907,3dx3,6.52
6908,3g2v,6.52
6909,3hio,6.52
6910,3hjo,6.52
6911,3hzv,6.52
6912,3ljj,6.52
6913,3o9p,6.52
6914,3p4q,6.52
6915,3qkk,6.52
6916,3rwf,6.52
6917,3uo4,6.52
6918,3zm6,6.52
6919,4aig,6.52
6920,4bo3,6.52
6921,4bqx,6.52
6922,4dko,6.52
6923,4dkr,6.52
6924,4ez5,6.52
6925,4ezo,6.52
6926,4fiv,6.52
6927,4krs,6.52
6928,4loj,6.52
6929,4nj3,6.52
6930,4og5,6.52
6931,4pvt,6.52
6932,4qme,6.52
6933,4qps,6.52
6934,4r0i,6.52
6935,4rxd,6.52
6936,4tzn,6.52
6937,4tzq,6.52
6938,4ydq,6.52
6939,4zeb,6.52
6940,5al4,6.52
6941,5est,6.52
6942,2p7g,6.53
6943,3ama,6.53
6944,3wtj,6.53
6945,3wtk,6.53
6946,4mmf,6.53
6947,4qvl,6.53
6948,5a0e,6.53
6949,5alm,6.53
6950,1d3q,6.54
6951,1drv,6.54
6952,1h39,6.54
6953,1hvy,6.54
6954,1o3l,6.54
6955,1vyz,6.54
6956,1zz3,6.54
6957,2evc,6.54
6958,2h21,6.54
6959,2jdk,6.54
6960,2zfs,6.54
6961,2zhd,6.54
6962,2zns,6.54
6963,3b8z,6.54
6964,3d0b,6.54
6965,3exf,6.54
6966,3fuz,6.54
6967,3g4k,6.54
6968,3hii,6.54
6969,3jvs,6.54
6970,3mxc,6.54
6971,3piy,6.54
6972,3pvu,6.54
6973,3sl8,6.54
6974,3sr4,6.54
6975,4a4v,6.54
6976,4aqh,6.54
6977,4btx,6.54
6978,4ht2,6.54
6979,4leq,6.54
6980,4p0b,6.54
6981,4pl3,6.54
6982,4ps5,6.54
6983,4pv5,6.54
6984,4u90,6.54
6985,4uac,6.54
6986,4uu8,6.54
6987,4w9k,6.54
6988,5cfa,6.54
6989,5cqu,6.54
6990,1dhj,6.55
6991,1h3a,6.55
6992,1hmr,6.55
6993,1hp5,6.55
6994,1n4h,6.55
6995,1q4k,6.55
6996,1umw,6.55
6997,1yc4,6.55
6998,1yda,6.55
6999,2bok,6.55
7000,2fgh,6.55
7001,2i3v,6.55
7002,2uw6,6.55
7003,2xxr,6.55
7004,3cho,6.55
7005,3s0e,6.55
7006,4clb,6.55
7007,4frj,6.55
7008,4iue,6.55
7009,4k42,6.55
7010,4o9s,6.55
7011,4og3,6.55
7012,4qp8,6.55
7013,4tkf,6.55
7014,4x2s,6.55
7015,2khh,6.56
7016,2zq2,6.56
7017,4db7,6.56
7018,4kg1,6.56
7019,4lbu,6.56
7020,4lnb,6.56
7021,1ft4,6.57
7022,1gzv,6.57
7023,1sld,6.57
7024,1ujk,6.57
7025,1wva,6.57
7026,1y2c,6.57
7027,1zub,6.57
7028,2c6l,6.57
7029,2cv3,6.57
7030,2fqy,6.57
7031,2hzl,6.57
7032,2lbm,6.57
7033,2m3z,6.57
7034,2pwc,6.57
7035,2r9b,6.57
7036,3cgf,6.57
7037,3cm7,6.57
7038,3il6,6.57
7039,3lc5,6.57
7040,3ove,6.57
7041,3qox,6.57
7042,3rbm,6.57
7043,3sax,6.57
7044,3tfn,6.57
7045,3wci,6.57
7046,4byj,6.57
7047,4fs4,6.57
7048,4ge5,6.57
7049,4jgv,6.57
7050,4l0i,6.57
7051,4la7,6.57
7052,4mzo,6.57
7053,4nnn,6.57
7054,4x68,6.57
7055,4zum,6.57
7056,5aln,6.57
7057,5er2,6.57
7058,5lpr,6.57
7059,1k1i,6.58
7060,2p7z,6.58
7061,3pb9,6.58
7062,3sd5,6.58
7063,4cd4,6.58
7064,5em5,6.58
7065,1b58,6.59
7066,1c2t,6.59
7067,1c3e,6.59
7068,1fiv,6.59
7069,1hk3,6.59
7070,1izi,6.59
7071,1mq1,6.59
7072,1n7i,6.59
7073,1qr3,6.59
7074,2byh,6.59
7075,2e91,6.59
7076,2pvh,6.59
7077,2pwr,6.59
7078,2v7d,6.59
7079,2xzq,6.59
7080,3gs6,6.59
7081,3kah,6.59
7082,3kdt,6.59
7083,3opr,6.59
7084,3t8v,6.59
7085,3tl0,6.59
7086,3uvn,6.59
7087,3wcl,6.59
7088,4bnz,6.59
7089,4dea,6.59
7090,4j51,6.59
7091,4li0,6.59
7092,4q3s,6.59
7093,4qnb,6.59
7094,4rn0,6.59
7095,4xas,6.59
7096,5akh,6.59
7097,5ddd,6.59
7098,5e0a,6.59
7099,1ad8,6.60
7100,1b38,6.60
7101,1d8e,6.60
7102,1g7g,6.60
7103,1gwr,6.60
7104,1jzs,6.60
7105,1kwr,6.60
7106,1vot,6.60
7107,1zpc,6.60
7108,2a4z,6.60
7109,2c5x,6.60
7110,2c5y,6.60
7111,2euk,6.60
7112,2f7p,6.60
7113,2gg2,6.60
7114,2gg5,6.60
7115,2gtk,6.60
7116,2j4g,6.60
7117,2jdp,6.60
7118,2wly,6.60
7119,2xhx,6.60
7120,2y77,6.60
7121,3cwk,6.60
7122,3dgl,6.60
7123,3dln,6.60
7124,3ejs,6.60
7125,3eju,6.60
7126,3eyl,6.60
7127,3ip6,6.60
7128,3jzp,6.60
7129,3lxe,6.60
7130,3mpt,6.60
7131,3tu1,6.60
7132,3v3q,6.60
7133,4bib,6.60
7134,4bie,6.60
7135,4ci1,6.60
7136,4dkq,6.60
7137,4efu,6.60
7138,4f08,6.60
7139,4h75,6.60
7140,4mr5,6.60
7141,4mr6,6.60
7142,4oc1,6.60
7143,4pnk,6.60
7144,4qk4,6.60
7145,4qr4,6.60
7146,4wpf,6.60
7147,4x8o,6.60
7148,4xii,6.60
7149,4ybi,6.60
7150,4zzd,6.60
7151,5alk,6.60
7152,3f7u,6.61
7153,3kig,6.61
7154,3mo2,6.61
7155,3qpo,6.61
7156,3rjm,6.61
7157,4nnw,6.61
7158,4qw3,6.61
7159,5ai9,6.61
7160,1afk,6.62
7161,1ii5,6.62
7162,1jd5,6.62
7163,1kkq,6.62
7164,1s3k,6.62
7165,1soj,6.62
7166,1tkz,6.62
7167,1xnz,6.62
7168,2cnf,6.62
7169,2ews,6.62
7170,2j7b,6.62
7171,2jgs,6.62
7172,2vwc,6.62
7173,2vww,6.62
7174,2w0j,6.62
7175,2zb0,6.62
7176,2zq1,6.62
7177,3aav,6.62
7178,3iu9,6.62
7179,3ka2,6.62
7180,3ljo,6.62
7181,3m93,6.62
7182,3opm,6.62
7183,3ozp,6.62
7184,3umx,6.62
7185,4btk,6.62
7186,4er1,6.62
7187,4gfo,6.62
7188,4ixv,6.62
7189,4mpn,6.62
7190,4rd0,6.62
7191,4txc,6.62
7192,4unq,6.62
7193,4x8n,6.62
7194,4y94,6.62
7195,8lpr,6.62
7196,2exc,6.63
7197,2qlq,6.63
7198,2x7t,6.63
7199,2yfe,6.63
7200,3arb,6.63
7201,3f8f,6.63
7202,3os3,6.63
7203,3wf8,6.63
7204,4eyr,6.63
7205,4jg1,6.63
7206,4k77,6.63
7207,4l0v,6.63
7208,4lyw,6.63
7209,4nw7,6.63
7210,4pv7,6.63
7211,4rsc,6.63
7212,4xip,6.63
7213,4xrq,6.63
7214,1lcp,6.64
7215,1sln,6.64
7216,1tmm,6.64
7217,2b1g,6.64
7218,2d3z,6.64
7219,2gej,6.64
7220,2h96,6.64
7221,2jdo,6.64
7222,2kpl,6.64
7223,2oi3,6.64
7224,2srt,6.64
7225,2wap,6.64
7226,2wbd,6.64
7227,2wi6,6.64
7228,2za0,6.64
7229,3b26,6.64
7230,3cf1,6.64
7231,3eoc,6.64
7232,3fee,6.64
7233,3g76,6.64
7234,3zy5,6.64
7235,4cc6,6.64
7236,4e8z,6.64
7237,4io8,6.64
7238,4jit,6.64
7239,4rxe,6.64
7240,5abp,6.64
7241,2j75,6.65
7242,2pre,6.65
7243,3eio,6.65
7244,3mzc,6.65
7245,3zpr,6.65
7246,4hww,6.65
7247,4yha,6.65
7248,1a4r,6.66
7249,1cps,6.66
7250,1elc,6.66
7251,1h3h,6.66
7252,1o3p,6.66
7253,1pxp,6.66
7254,1wur,6.66
7255,2c5n,6.66
7256,2c8x,6.66
7257,2j7w,6.66
7258,2v5x,6.66
7259,2vx1,6.66
7260,2xj7,6.66
7261,2y5k,6.66
7262,2yz3,6.66
7263,2zm1,6.66
7264,3iej,6.66
7265,3lnj,6.66
7266,3lp2,6.66
7267,3ow6,6.66
7268,3pwd,6.66
7269,3shv,6.66
7270,3uat,6.66
7271,3zj6,6.66
7272,4bjb,6.66
7273,4e96,6.66
7274,4izm,6.66
7275,4j08,6.66
7276,4jr3,6.66
7277,4jv6,6.66
7278,4ps1,6.66
7279,4v27,6.66
7280,4z2g,6.66
7281,4z7h,6.66
7282,4zjw,6.66
7283,2etm,6.67
7284,3ew2,6.67
7285,3g19,6.67
7286,4yl1,6.67
7287,5aad,6.67
7288,5cav,6.67
7289,1bdr,6.68
7290,1c5x,6.68
7291,1mai,6.68
7292,1oiu,6.68
7293,1zeo,6.68
7294,2cm7,6.68
7295,2fqw,6.68
7296,2iwx,6.68
7297,2of2,6.68
7298,2ony,6.68
7299,2qbs,6.68
7300,2qp6,6.68
7301,2rcu,6.68
7302,2wf0,6.68
7303,2wtd,6.68
7304,3dab,6.68
7305,3ddq,6.68
7306,3fhr,6.68
7307,3ie3,6.68
7308,3lpf,6.68
7309,3o75,6.68
7310,3qa2,6.68
7311,3su1,6.68
7312,3ttj,6.68
7313,3ws8,6.68
7314,3zhx,6.68
7315,4acm,6.68
7316,4ca8,6.68
7317,4ew2,6.68
7318,4h39,6.68
7319,4h4e,6.68
7320,4l2g,6.68
7321,4q6r,6.68
7322,4rrs,6.68
7323,4ttv,6.68
7324,4wpn,6.68
7325,2jew,6.69
7326,2xn5,6.69
7327,3wf7,6.69
7328,4b4m,6.69
7329,4d8i,6.69
7330,4mm6,6.69
7331,5alf,6.69
7332,1a09,6.70
7333,1a50,6.70
7334,1b0h,6.70
7335,1b3g,6.70
7336,1dfo,6.70
7337,1eld,6.70
7338,1f3e,6.70
7339,1fo3,6.70
7340,1gca,6.70
7341,1hp0,6.70
7342,1i7i,6.70
7343,1jq3,6.70
7344,1ke3,6.70
7345,1kf6,6.70
7346,1koj,6.70
7347,1lfo,6.70
7348,1mwn,6.70
7349,1nki,6.70
7350,1nms,6.70
7351,1p10,6.70
7352,1qy5,6.70
7353,1rdt,6.70
7354,1rek,6.70
7355,1unl,6.70
7356,1xdd,6.70
7357,1xr8,6.70
7358,1z6q,6.70
7359,2a5s,6.70
7360,2emt,6.70
7361,2eum,6.70
7362,2evl,6.70
7363,2fwy,6.70
7364,2is0,6.70
7365,2j2i,6.70
7366,2kup,6.70
7367,2lcs,6.70
7368,2lkk,6.70
7369,2ow0,6.70
7370,2oxx,6.70
7371,2py4,6.70
7372,2va7,6.70
7373,2x7d,6.70
7374,2xx5,6.70
7375,3c7n,6.70
7376,3eko,6.70
7377,3hzk,6.70
7378,3ipb,6.70
7379,3k3b,6.70
7380,3mb7,6.70
7381,3mhi,6.70
7382,3oyl,6.70
7383,3pck,6.70
7384,3pgu,6.70
7385,3rk7,6.70
7386,3sff,6.70
7387,3t60,6.70
7388,3t64,6.70
7389,3upf,6.70
7390,3zs0,6.70
7391,4apr,6.70
7392,4azy,6.70
7393,4bo0,6.70
7394,4ewn,6.70
7395,4f09,6.70
7396,4fns,6.70
7397,4hy0,6.70
7398,4io2,6.70
7399,4jjs,6.70
7400,4jyc,6.70
7401,4jz1,6.70
7402,4k4f,6.70
7403,4lh5,6.70
7404,4lkj,6.70
7405,4m13,6.70
7406,4m14,6.70
7407,4m7b,6.70
7408,4mex,6.70
7409,4mw2,6.70
7410,4o1l,6.70
7411,4o2p,6.70
7412,4os2,6.70
7413,4pyv,6.70
7414,4qhc,6.70
7415,4qta,6.70
7416,4qtb,6.70
7417,4tzm,6.70
7418,4u5t,6.70
7419,4uit,6.70
7420,4uns,6.70
7421,5ar4,6.70
7422,5dhj,6.70
7423,1w82,6.71
7424,2f94,6.71
7425,4cd5,6.71
7426,4jrg,6.71
7427,4og6,6.71
7428,1n4m,6.72
7429,1ov3,6.72
7430,1rbp,6.72
7431,2f3f,6.72
7432,2jdu,6.72
7433,2pjl,6.72
7434,2rt5,6.72
7435,2vpn,6.72
7436,2w3o,6.72
7437,2x8i,6.72
7438,2xc0,6.72
7439,2xne,6.72
7440,2zz6,6.72
7441,3aqt,6.72
7442,3bm9,6.72
7443,3bxz,6.72
7444,3diw,6.72
7445,3fun,6.72
7446,3g7l,6.72
7447,3gst,6.72
7448,3kyr,6.72
7449,3l4v,6.72
7450,3l4z,6.72
7451,4bb4,6.72
7452,4djv,6.72
7453,4dv9,6.72
7454,4dvi,6.72
7455,4flp,6.72
7456,4h58,6.72
7457,4i73,6.72
7458,4i74,6.72
7459,4lwc,6.72
7460,4o0a,6.72
7461,4q4e,6.72
7462,4raq,6.72
7463,4uia,6.72
7464,4xv9,6.72
7465,5e1m,6.72
7466,5fwg,6.72
7467,1jld,6.73
7468,1o6h,6.73
7469,1wvj,6.73
7470,1x7q,6.73
7471,2cma,6.73
7472,2q8s,6.73
7473,4a51,6.73
7474,4kby,6.73
7475,4mx0,6.73
7476,4pum,6.73
7477,4r5b,6.73
7478,4w9h,6.73
7479,5aly,6.73
7480,5am6,6.73
7481,1add,6.74
7482,1r5h,6.74
7483,1tmb,6.74
7484,1usi,6.74
7485,2azc,6.74
7486,2p3d,6.74
7487,2pax,6.74
7488,2uzd,6.74
7489,2vex,6.74
7490,2vj9,6.74
7491,2wxf,6.74
7492,2x91,6.74
7493,2x9e,6.74
7494,2zc9,6.74
7495,2zgx,6.74
7496,3anq,6.74
7497,3dgo,6.74
7498,3fh8,6.74
7499,3fzy,6.74
7500,3heg,6.74
7501,3hng,6.74
7502,3m67,6.74
7503,3mv5,6.74
7504,3n6k,6.74
7505,3oim,6.74
7506,3pdh,6.74
7507,3pdq,6.74
7508,3q6s,6.74
7509,3r21,6.74
7510,3s0n,6.74
7511,3wav,6.74
7512,3zm5,6.74
7513,4bo6,6.74
7514,4ca6,6.74
7515,4cy1,6.74
7516,4ew3,6.74
7517,4f9y,6.74
7518,4hwr,6.74
7519,4j0t,6.74
7520,4lg6,6.74
7521,4lxz,6.74
7522,4oyk,6.74
7523,4p4e,6.74
7524,4rxz,6.74
7525,4wlb,6.74
7526,4wmu,6.74
7527,4ylk,6.74
7528,4zpf,6.74
7529,1cx9,6.75
7530,1h5u,6.75
7531,3ekq,6.75
7532,3ikd,6.75
7533,4ci2,6.75
7534,4cwt,6.75
7535,1rw8,6.76
7536,1w22,6.76
7537,2on6,6.76
7538,3ard,6.76
7539,4b4g,6.76
7540,4dce,6.76
7541,4fn5,6.76
7542,4hlc,6.76
7543,4jg0,6.76
7544,4jzf,6.76
7545,1bkj,6.77
7546,1bzh,6.77
7547,1hk2,6.77
7548,1mqd,6.77
7549,1ms7,6.77
7550,1o30,6.77
7551,1o3j,6.77
7552,1o3k,6.77
7553,1om1,6.77
7554,1ony,6.77
7555,1qb1,6.77
7556,1y19,6.77
7557,2c1a,6.77
7558,2hyy,6.77
7559,2jdt,6.77
7560,2piz,6.77
7561,2vo7,6.77
7562,2w10,6.77
7563,2x2m,6.77
7564,2xb9,6.77
7565,3evf,6.77
7566,3fas,6.77
7567,3fvn,6.77
7568,3gjt,6.77
7569,3ine,6.77
7570,3m40,6.77
7571,3zcz,6.77
7572,4cwp,6.77
7573,4gj7,6.77
7574,4hlm,6.77
7575,4i10,6.77
7576,4j8t,6.77
7577,4loi,6.77
7578,4nzo,6.77
7579,4p4f,6.77
7580,4x48,6.77
7581,4x63,6.77
7582,4zup,6.77
7583,5c26,6.77
7584,3fal,6.78
7585,3gcu,6.78
7586,3kyf,6.78
7587,3l9l,6.78
7588,4hnp,6.78
7589,4kqo,6.78
7590,4wy7,6.78
7591,5ahu,6.78
7592,2rcb,6.79
7593,3su0,6.79
7594,4i9s,6.79
7595,4l31,6.79
7596,4ogj,6.79
7597,4wkv,6.79
7598,4xnv,6.79
7599,1bl6,6.80
7600,1fl3,6.80
7601,1mkd,6.80
7602,1nq7,6.80
7603,1okx,6.80
7604,1p1n,6.80
7605,1ttv,6.80
7606,1ung,6.80
7607,1y2e,6.80
7608,2ai8,6.80
7609,2i0v,6.80
7610,2xhm,6.80
7611,2xm8,6.80
7612,2xnm,6.80
7613,2xu3,6.80
7614,3c4c,6.80
7615,3c88,6.80
7616,3d94,6.80
7617,3fui,6.80
7618,3fv8,6.80
7619,3fx6,6.80
7620,3ihz,6.80
7621,3kc3,6.80
7622,3mbp,6.80
7623,3qcq,6.80
7624,3qn7,6.80
7625,3s2v,6.80
7626,3sdk,6.80
7627,3t03,6.80
7628,3uib,6.80
7629,3uvk,6.80
7630,3zke,6.80
7631,3zrl,6.80
7632,4aro,6.80
7633,4er4,6.80
7634,4g2f,6.80
7635,4j0a,6.80
7636,4l7f,6.80
7637,4lkg,6.80
7638,4nze,6.80
7639,4u0s,6.80
7640,4wno,6.80
7641,4xt9,6.80
7642,4yoz,6.80
7643,5a83,6.80
7644,5c83,6.80
7645,2f3e,6.81
7646,2uwp,6.81
7647,3bc3,6.81
7648,3mo0,6.81
7649,4ci3,6.81
7650,4eqf,6.81
7651,4m48,6.81
7652,5cnm,6.81
7653,1db5,6.82
7654,1drk,6.82
7655,1fhd,6.82
7656,1fsy,6.82
7657,1hgt,6.82
7658,1jeu,6.82
7659,1k1n,6.82
7660,1lrh,6.82
7661,1n7t,6.82
7662,1nnu,6.82
7663,1o37,6.82
7664,1o38,6.82
7665,1pmv,6.82
7666,1s9t,6.82
7667,1tr7,6.82
7668,1uwf,6.82
7669,1xh7,6.82
7670,2ath,6.82
7671,2b1i,6.82
7672,2c94,6.82
7673,2d41,6.82
7674,2etk,6.82
7675,2etr,6.82
7676,2g97,6.82
7677,2jk9,6.82
7678,2oxd,6.82
7679,2pym,6.82
7680,2r9s,6.82
7681,2rfh,6.82
7682,2v5a,6.82
7683,2v8w,6.82
7684,2wk2,6.82
7685,2xyd,6.82
7686,2y1d,6.82
7687,2ydi,6.82
7688,2zq0,6.82
7689,3cqu,6.82
7690,3dnj,6.82
7691,3dx2,6.82
7692,3ipe,6.82
7693,3kb3,6.82
7694,3kwn,6.82
7695,3m3x,6.82
7696,3n5e,6.82
7697,3ncg,6.82
7698,3qbh,6.82
7699,3s75,6.82
7700,3s9t,6.82
7701,3t5i,6.82
7702,3tdz,6.82
7703,3ufl,6.82
7704,3uix,6.82
7705,3vf8,6.82
7706,3wzp,6.82
7707,4c8r,6.82
7708,4cku,6.82
7709,4gkc,6.82
7710,4gy5,6.82
7711,4h4d,6.82
7712,4lm5,6.82
7713,4n3r,6.82
7714,4nue,6.82
7715,4oew,6.82
7716,4ow0,6.82
7717,4qy3,6.82
7718,4w9s,6.82
7719,5aku,6.82
7720,1htf,6.83
7721,1tze,6.83
7722,2gnh,6.83
7723,2xnb,6.83
7724,3deh,6.83
7725,3e6v,6.83
7726,3kvx,6.83
7727,3zo4,6.83
7728,4bcq,6.83
7729,4o91,6.83
7730,4u91,6.83
7731,1bhx,6.84
7732,1me4,6.84
7733,2hxq,6.84
7734,2y5g,6.84
7735,3du8,6.84
7736,3ewj,6.84
7737,3lco,6.84
7738,3qio,6.84
7739,4kn1,6.84
7740,4l0s,6.84
7741,4l32,6.84
7742,4pul,6.84
7743,5cep,6.84
7744,5cnj,6.84
7745,1bap,6.85
7746,1ele,6.85
7747,1g30,6.85
7748,1h3b,6.85
7749,1lkk,6.85
7750,1os5,6.85
7751,1q72,6.85
7752,1qyg,6.85
7753,1rv1,6.85
7754,1sqc,6.85
7755,1tvo,6.85
7756,1xk9,6.85
7757,1xt8,6.85
7758,1yw2,6.85
7759,2axi,6.85
7760,2cbr,6.85
7761,2fjm,6.85
7762,2iw6,6.85
7763,2vgp,6.85
7764,2vto,6.85
7765,2vtq,6.85
7766,2yc3,6.85
7767,3emh,6.85
7768,3f5p,6.85
7769,3g42,6.85
7770,3h3c,6.85
7771,3iet,6.85
7772,3n76,6.85
7773,3pn4,6.85
7774,3pz3,6.85
7775,3qo2,6.85
7776,3rul,6.85
7777,3s8o,6.85
7778,3voz,6.85
7779,3wcg,6.85
7780,4b8p,6.85
7781,4d85,6.85
7782,4g16,6.85
7783,4gye,6.85
7784,4hki,6.85
7785,4k3h,6.85
7786,4nzm,6.85
7787,4ool,6.85
7788,4qtn,6.85
7789,4tkg,6.85
7790,4w9q,6.85
7791,4x9w,6.85
7792,4ybm,6.85
7793,5d7c,6.85
7794,2vd1,6.86
7795,3aid,6.86
7796,3pyy,6.86
7797,1cgl,6.87
7798,2zcr,6.87
7799,3c94,6.87
7800,3mo5,6.87
7801,3qin,6.87
7802,3tmk,6.87
7803,4mhz,6.87
7804,4re4,6.87
7805,4rvr,6.87
7806,4x1s,6.87
7807,1i3z,6.88
7808,1xka,6.88
7809,2c6n,6.88
7810,3oe5,6.88
7811,3u3u,6.88
7812,4bco,6.88
7813,4j4n,6.88
7814,4k43,6.88
7815,4n4s,6.88
7816,4uvc,6.88
7817,4wvl,6.88
7818,1b3f,6.89
7819,1fh8,6.89
7820,1jev,6.89
7821,1qhr,6.89
7822,1sb1,6.89
7823,1uz1,6.89
7824,1v0p,6.89
7825,1vr1,6.89
7826,1wqv,6.89
7827,2bfq,6.89
7828,2dri,6.89
7829,2e92,6.89
7830,2f34,6.89
7831,2gvz,6.89
7832,2iu0,6.89
7833,2jnp,6.89
7834,2r3w,6.89
7835,2vk2,6.89
7836,2wks,6.89
7837,2x38,6.89
7838,2xu5,6.89
7839,2y57,6.89
7840,2yiu,6.89
7841,2ym7,6.89
7842,2yol,6.89
7843,3f0r,6.89
7844,3fvg,6.89
7845,3fxz,6.89
7846,3hu1,6.89
7847,3hu3,6.89
7848,3jya,6.89
7849,3kvw,6.89
7850,3l4x,6.89
7851,3ljt,6.89
7852,3psl,6.89
7853,3py0,6.89
7854,3py1,6.89
7855,3qip,6.89
7856,3r4n,6.89
7857,3rak,6.89
7858,3tib,6.89
7859,3vsw,6.89
7860,3zrk,6.89
7861,3zrm,6.89
7862,4al4,6.89
7863,4awk,6.89
7864,4bo4,6.89
7865,4dvf,6.89
7866,4g4p,6.89
7867,4hn2,6.89
7868,4ks5,6.89
7869,4o76,6.89
7870,4op1,6.89
7871,4x8v,6.89
7872,4yik,6.89
7873,4yw7,6.89
7874,4zuq,6.89
7875,1k1l,6.90
7876,2hwo,6.90
7877,2p3g,6.90
7878,2w6n,6.90
7879,3a2c,6.90
7880,3cow,6.90
7881,3dy6,6.90
7882,3gbb,6.90
7883,3qo3,6.90
