,pdbid,binding_affinity
2480,3s0d,7.05
2481,4h3j,7.05
2482,1ui0,7.06
2483,3po6,7.06
2484,4cwq,7.06
2485,4zzz,7.06
2486,5e2r,7.06
2487,1ydd,7.07
2488,2ate,7.07
2489,2f9k,7.07
2490,3cl0,7.07
2491,3ryv,7.07
2492,3u7k,7.07
2493,4oc5,7.07
2494,4qew,7.07
2495,4xiq,7.07
2496,1xpz,7.08
2497,2hnx,7.08
2498,3rlp,7.08
2499,4emf,7.08
2500,1lpg,7.09
2501,1yq7,7.09
2502,2bz6,7.09
2503,3f7h,7.09
2504,4c1u,7.09
2505,4ghi,7.09
2506,1b32,7.10
2507,2f7i,7.10
2508,2il2,7.10
2509,2v57,7.10
2510,2wjg,7.10
2511,3ebi,7.10
2512,3hky,7.10
2513,3udd,7.10
2514,3zdg,7.10
2515,4azg,7.10
2516,4bny,7.10
2517,4w97,7.10
2518,4ymx,7.10
2519,3u15,7.11
2520,4xe1,7.11
2521,1b05,7.12
2522,1b52,7.12
2523,1nz7,7.12
2524,1xd0,7.12
2525,1z95,7.12
2526,2pov,7.12
2527,2x2r,7.12
2528,3dx4,7.12
2529,3hww,7.12
2530,4bzs,7.12
2531,4daf,7.12
2532,4e0x,7.12
2533,5upj,7.12
2534,1o3d,7.13
2535,2j7d,7.13
2536,3zc5,7.13
2537,4arw,7.13
2538,4b6p,7.13
2539,4kx8,7.13
2540,4zbf,7.13
2541,2pv1,7.14
2542,2vot,7.14
2543,3ffp,7.14
2544,3n7o,7.14
2545,4ks4,7.14
2546,4wov,7.14
2547,4xaq,7.14
2548,1elb,7.15
2549,1fch,7.15
2550,1pxn,7.15
2551,1xr9,7.15
2552,1zog,7.15
2553,2fqx,7.15
2554,2qnn,7.15
2555,3arp,7.15
2556,3fql,7.15
2557,3n9r,7.15
2558,4c1t,7.15
2559,4ko8,7.15
2560,4xt2,7.15
2561,1f0u,7.16
2562,3f3d,7.16
2563,4iva,7.16
2564,4o9w,7.16
2565,1g36,7.17
2566,1o2h,7.17
2567,2doo,7.17
2568,2i6b,7.17
2569,3el4,7.17
2570,3tsk,7.17
2571,4i9h,7.17
2572,4o0x,7.17
2573,5bv3,7.17
2574,2q63,7.18
2575,2xj2,7.18
2576,1fcx,7.19
2577,1gi4,7.19
2578,1hsl,7.19
2579,1q7a,7.19
2580,1z9y,7.19
2581,2j7h,7.19
2582,3f19,7.19
2583,3gdt,7.19
2584,3nsn,7.19
2585,4app,7.19
2586,5am7,7.19
2587,2pow,7.20
2588,2pqb,7.20
2589,2xii,7.20
2590,3c79,7.20
2591,3k2f,7.20
2592,3mz6,7.20
2593,4g8n,7.20
2594,2yek,7.21
2595,3f1a,7.21
2596,3s77,7.21
2597,3v7t,7.21
2598,4av5,7.21
2599,4b73,7.21
2600,5bwc,7.21
2601,1gvx,7.22
2602,1lan,7.22
2603,1sw2,7.22
2604,2epn,7.22
2605,2h6t,7.22
2606,2hnc,7.22
2607,3cyz,7.22
2608,3dzt,7.22
2609,3k99,7.22
2610,3m35,7.22
2611,3m96,7.22
2612,3pcj,7.22
2613,3uz5,7.22
2614,4cra,7.22
2615,4gfm,7.22
2616,4o0y,7.22
2617,3f8e,7.23
2618,4avh,7.23
2619,4djx,7.23
2620,4lxd,7.23
2621,4pyy,7.23
2622,1g2l,7.24
2623,1oyt,7.24
2624,2psv,7.24
2625,3ikg,7.24
2626,3n3g,7.24
2627,3o84,7.24
2628,3p3t,7.24
2629,4azb,7.24
2630,4fm7,7.24
2631,4ha5,7.24
2632,4r75,7.24
2633,1jet,7.25
2634,2ces,7.25
2635,2ole,7.25
2636,2qbw,7.25
2637,3gcs,7.25
2638,3mhl,7.25
2639,3p3r,7.25
2640,3p5o,7.26
2641,1dhi,7.26
2642,1mrx,7.26
2643,2qzr,7.26
2644,2xib,7.26
2645,3cz1,7.26
2646,3gc5,7.26
2647,4ly1,7.26
2648,4nnr,7.26
2649,4itp,7.27
2650,4xit,7.27
2651,1b40,7.28
2652,1hii,7.28
2653,1kel,7.28
2654,2ceq,7.28
2655,2cgr,7.28
2656,2pql,7.28
2657,2qhz,7.28
2658,2yel,7.28
2659,3a6t,7.28
2660,3fl5,7.28
2661,3o7u,7.28
2662,3sbh,7.28
2663,3u7l,7.28
2664,4alx,7.28
2665,4m2w,7.28
2666,4qjx,7.28
2667,5cap,7.28
2668,3ccz,7.29
2669,4do4,7.29
2670,4iwz,7.29
2671,1o3i,7.30
2672,1sw1,7.30
2673,1tmn,7.30
2674,1zge,7.30
2675,2i3i,7.30
2676,2qi1,7.30
2677,2uxi,7.30
2678,2vvn,7.30
2679,3c52,7.30
2680,3n0n,7.30
2681,3r16,7.30
2682,3s8x,7.30
2683,4b1j,7.30
2684,4qiy,7.30
2685,4qyy,7.30
2686,4riu,7.30
2687,4sga,7.30
2688,1o1s,7.31
2689,3uod,7.31
2690,4nyf,7.31
2691,1qf1,7.32
2692,1ydt,7.32
2693,2j7e,7.32
2694,3ipu,7.32
2695,3kv2,7.32
2696,3pww,7.32
2697,4c9x,7.32
2698,4qj0,7.32
2699,2j2u,7.33
2700,2r2m,7.33
2701,4ayq,7.33
2702,1uw6,7.34
2703,2gv6,7.34
2704,2vvs,7.34
2705,2ydw,7.34
2706,3f7i,7.34
2707,4mnp,7.34
2708,1qkb,7.35
2709,1ttm,7.35
2710,3rtf,7.35
2711,3s6t,7.35
2712,3su2,7.35
2713,3zdh,7.35
2714,4z93,7.35
2715,1k6p,7.36
2716,1swg,7.36
2717,4ca7,7.36
2718,4gu6,7.36
2719,4q6d,7.36
2720,4xmb,7.36
2721,5fl6,7.36
2722,1b51,7.37
2723,1cnx,7.37
2724,1fao,7.37
2725,3dp4,7.37
2726,3f7g,7.37
2727,3m5e,7.37
2728,1bxq,7.38
2729,1qf0,7.38
2730,2qi0,7.38
2731,4hfp,7.38
2732,4o07,7.38
2733,5ceq,7.38
2734,1d3p,7.39
2735,2hzy,7.39
2736,3mna,7.39
2737,3p5l,7.39
2738,4na9,7.39
2739,1b55,7.40
2740,1drj,7.40
2741,1f8c,7.40
2742,1k1m,7.40
2743,1oar,7.40
2744,1owh,7.40
2745,1r6n,7.40
2746,1zoe,7.40
2747,2bpy,7.40
2748,2i3h,7.40
2749,2zy1,7.40
2750,3f18,7.40
2751,3re4,7.40
2752,3rlq,7.40
2753,3up2,7.40
2754,3vha,7.40
2755,3zi0,7.40
2756,4jyt,7.40
2757,4jzi,7.40
2758,4kn0,7.40
2759,4qjo,7.40
2760,4z83,7.40
2761,1ik4,7.41
2762,2q2a,7.41
2763,3s5y,7.41
2764,3zns,7.41
2765,4j21,7.41
2766,4p5z,7.41
2767,4qpl,7.41
2768,4wn5,7.41
2769,1q5k,7.42
2770,1t32,7.42
2771,2pou,7.42
2772,2xys,7.42
2773,3ryy,7.42
2774,3zm9,7.42
2775,1b5j,7.43
2776,2bak,7.43
2777,2isw,7.43
2778,3mmf,7.43
2779,4o05,7.43
2780,4qgd,7.43
2781,1ciz,7.44
2782,1qb9,7.44
2783,1vzq,7.44
2784,2f7o,7.44
2785,2oxn,7.44
2786,2qbq,7.44
2787,2r38,7.44
2788,3znr,7.44
2789,4avj,7.44
2790,4m2v,7.44
2791,1n0s,7.45
2792,2ccb,7.45
2793,3u7m,7.45
2794,4azi,7.45
2795,1sqo,7.46
2796,1yei,7.46
2797,1yej,7.46
2798,2g71,7.46
2799,2p53,7.46
2800,3fed,7.46
2801,3ocz,7.46
2802,3t2w,7.46
2803,4cpr,7.46
2804,4dff,7.46
2805,4q4o,7.46
2806,1xh4,7.47
2807,3oe4,7.47
2808,3own,7.47
2809,5tmp,7.47
2810,1iiq,7.48
2811,1k6c,7.48
2812,1u71,7.48
2813,2qhy,7.48
2814,2qwe,7.48
2815,3l3l,7.48
2816,3u92,7.48
2817,2hhn,7.49
2818,3m6r,7.49
2819,3nyx,7.49
2820,4emr,7.49
2821,4l6t,7.49
2822,4cpw,7.50
2823,2vwo,7.51
2824,3n2v,7.51
2825,4hdp,7.51
2826,4qf8,7.51
2827,5byi,7.51
2828,1bm7,7.52
2829,1ivp,7.52
2830,1lah,7.52
2831,1lf2,7.52
2832,1lke,7.52
2833,1mmq,7.52
2834,1uml,7.52
2835,1zfq,7.52
2836,2mas,7.52
2837,3ekr,7.52
2838,3hfb,7.52
2839,3hmo,7.52
2840,3l4u,7.52
2841,3myq,7.52
2842,3rlr,7.52
2843,4dq2,7.52
2844,4f6w,7.52
2845,4ty6,7.52
2846,2f1g,7.54
2847,4hu1,7.54
2848,4qer,7.54
2849,1k1j,7.55
2850,1lpk,7.55
2851,1tlp,7.55
2852,1v0l,7.55
2853,2oi0,7.55
2854,2xj1,7.55
2855,3b50,7.55
2856,3ni5,7.55
2857,3rz0,7.55
2858,4asj,7.55
2859,4ngn,7.55
2860,5c8n,7.55
2861,3cct,7.56
2862,3suf,7.56
2863,1d09,7.57
2864,1qhc,7.57
2865,2avs,7.57
2866,2pyn,7.57
2867,3cd0,7.57
2868,3ipq,7.57
2869,3ocp,7.57
2870,3q6w,7.57
2871,4crb,7.57
2872,4fnn,7.57
2873,4nvp,7.57
2874,4pmm,7.57
2875,3cda,7.58
2876,2fdp,7.59
2877,2xb8,7.59
2878,3p3s,7.59
2879,3sap,7.59
2880,3t5u,7.59
2881,4cu7,7.59
2882,1lpz,7.60
2883,2c3i,7.60
2884,2o8h,7.60
2885,2zmm,7.60
2886,3ehx,7.60
2887,3fh7,7.60
2888,3gc4,7.60
2889,3iph,7.60
2890,3kr4,7.60
2891,3liw,7.60
2892,3p58,7.60
2893,4m8h,7.60
2894,4uyf,7.60
2895,1ftm,7.61
2896,3ibn,7.61
2897,4g95,7.61
2898,1fzq,7.62
2899,1k6t,7.62
2900,1yqy,7.62
2901,2aoe,7.62
2902,2p3c,7.62
2903,2psu,7.62
2904,2pvl,7.62
2905,3be9,7.62
2906,3o4k,7.62
2907,4dbm,7.62
2908,4uin,7.62
2909,1c1r,7.63
2910,4avi,7.63
2911,4x5z,7.63
2912,1c1v,7.64
2913,1uvt,7.64
2914,2hl4,7.64
2915,3d78,7.64
2916,3fat,7.64
2917,3h89,7.64
2918,3hl7,7.64
2919,3l0v,7.64
2920,3sjf,7.64
2921,4r73,7.64
2922,4rpo,7.64
2923,4ruz,7.64
2924,966c,7.64
2925,1f0r,7.66
2926,1nny,7.66
2927,1ppk,7.66
2928,2cn0,7.66
2929,2yme,7.66
2930,4b74,7.66
2931,4e5w,7.66
2932,4gq4,7.66
2933,4oeu,7.66
2934,4qev,7.66
2935,2bpv,7.67
2936,1o2q,7.68
2937,1t4v,7.68
2938,1w0z,7.68
2939,2arm,7.68
2940,2yln,7.68
2941,3f8c,7.68
2942,3miy,7.68
2943,4cpz,7.68
2944,4del,7.68
2945,4ygf,7.68
2946,1bai,7.70
2947,1fzm,7.70
2948,1gno,7.70
2949,1izh,7.70
2950,1mes,7.70
2951,1oau,7.70
2952,1oz0,7.70
2953,1s39,7.70
2954,1uou,7.70
2955,2d1o,7.70
2956,2hmu,7.70
2957,2hmv,7.70
2958,2ves,7.70
2959,2zjw,7.70
2960,3b7r,7.70
2961,3ewc,7.70
2962,3f3e,7.70
2963,3g0e,7.70
2964,3i51,7.70
2965,3p7i,7.70
2966,3th9,7.70
2967,4acc,7.70
2968,4cpt,7.70
2969,4e7r,7.70
2970,4fsl,7.70
2971,4o09,7.70
2972,4tmk,7.70
2973,3lk8,7.71
2974,4mmp,7.71
2975,1ajv,7.72
2976,1cnw,7.72
2977,1j4r,7.72
2978,1oif,7.72
2979,3el5,7.72
2980,3vjc,7.72
2981,4a4w,7.72
2982,4egk,7.72
2983,3ljg,7.73
2984,1f0s,7.74
2985,1j36,7.74
2986,1lee,7.74
2987,1nfu,7.74
2988,1qbo,7.74
2989,1rd4,7.74
2990,1sbg,7.74
2991,1txr,7.74
2992,1usn,7.74
2993,2v59,7.74
2994,3b7u,7.74
2995,3nb5,7.74
2996,3tvc,7.74
2997,4auj,7.74
2998,4i71,7.74
2999,4j22,7.74
3000,4pp5,7.74
3001,4x50,7.75
3002,2ccc,7.76
3003,2zpk,7.76
3004,4hwp,7.76
3005,4z2b,7.76
3006,1xh9,7.77
3007,2g70,7.77
3008,2jh6,7.77
3009,2qm9,7.77
3010,3cyw,7.77
3011,3dsz,7.77
3012,3gm0,7.77
3013,3mi2,7.77
3014,3tzm,7.77
3015,3uw4,7.77
3016,4gzt,7.77
3017,4lov,7.77
3018,4pge,7.77
3019,4rj8,7.77
3020,4w9o,7.77
3021,5cbm,7.77
3022,4kni,7.78
3023,4knn,7.78
3024,2zwz,7.79
3025,1u1b,7.80
3026,1v48,7.80
3027,1x8t,7.80
3028,2i19,7.80
3029,2ra0,7.80
3030,2wl0,7.80
3031,3agl,7.80
3032,3czv,7.80
3033,3qgy,7.80
3034,3ryj,7.80
3035,4j3l,7.80
3036,4n6z,7.80
3037,4pg9,7.80
3038,4qem,7.80
3039,4qjw,7.80
3040,4w9p,7.80
3041,4gr3,7.81
3042,1b6h,7.82
3043,1nf8,7.82
3044,1njs,7.82
3045,1nvs,7.82
3046,2cf9,7.82
3047,2j34,7.82
3048,2jg0,7.82
3049,2o4n,7.82
3050,2ptz,7.82
3051,2xbx,7.82
3052,2xjg,7.82
3053,3gcp,7.82
3054,3n2p,7.82
3055,3prs,7.82
3056,3vx3,7.82
3057,4k0y,7.82
3058,4pp3,7.82
3059,4qpd,7.82
3060,4gr8,7.83
3061,3cd7,7.84
3062,3ibl,7.84
3063,3n2u,7.84
3064,3ttn,7.84
3065,4gzp,7.84
3066,1a94,7.85
3067,1b8y,7.85
3068,1cny,7.85
3069,1laf,7.85
3070,1lbf,7.85
3071,1lst,7.85
3072,2fle,7.85
3073,2gv7,7.85
3074,3c84,7.85
3075,3dd8,7.85
3076,3sut,7.85
3077,3uw5,7.85
3078,4ieh,7.85
3079,4mc1,7.85
3080,4pcs,7.85
3081,4r76,7.85
3082,4rak,7.85
3083,4x5r,7.85
3084,4zl4,7.86
3085,3ccw,7.87
3086,1fzo,7.89
3087,1gj7,7.89
3088,1h2t,7.89
3089,2ylc,7.89
3090,2zn7,7.89
3091,3c56,7.89
3092,3hig,7.89
3093,3rz5,7.89
3094,4b5d,7.89
3095,4g8m,7.89
3096,4igt,7.89
3097,4m8e,7.89
3098,4ruy,7.89
3099,4ytc,7.89
3100,3cd5,7.90
3101,1ajx,7.91
3102,1b6j,7.92
3103,1zfk,7.92
3104,2jjb,7.92
3105,2ovv,7.92
3106,3d7z,7.92
3107,3eft,7.92
3108,3sbi,7.92
3109,4a6c,7.92
3110,4bcn,7.92
3111,4cws,7.92
3112,4hbm,7.92
3113,4hge,7.92
3114,4phu,7.92
3115,4rux,7.92
3116,5e1s,7.92
3117,3daz,7.93
3118,2ewa,7.94
3119,3t85,7.95
3120,3u7n,7.95
3121,4b7j,7.95
3122,4bxk,7.95
3123,4knj,7.95
3124,1epo,7.96
3125,1g2k,7.96
3126,1hvh,7.96
3127,1o3f,7.96
3128,1qxl,7.96
3129,2e1w,7.96
3130,2p3a,7.96
3131,2qe4,7.96
3132,2x8z,7.96
3133,3a5y,7.96
3134,3bgq,7.96
3135,3ekw,7.96
3136,3iww,7.96
3137,3mhc,7.96
3138,3r4p,7.96
3139,3uuo,7.96
3140,4ap7,7.96
3141,4k3n,7.96
3142,4ngp,7.96
3143,4r59,7.96
3144,4y79,7.96
3145,3oyq,7.99
3146,1a4k,8.00
3147,1b57,8.00
3148,1dqn,8.00
3149,1fkg,8.00
3150,1gaf,8.00
3151,1gai,8.00
3152,1qin,8.00
3153,1r0p,8.00
3154,1rmz,8.00
3155,1tkb,8.00
3156,1vyg,8.00
3157,1xws,8.00
3158,1ypg,8.00
3159,2e94,8.00
3160,2hah,8.00
3161,2vnt,8.00
3162,2vwn,8.00
3163,2xbw,8.00
3164,3b92,8.00
3165,3cyx,8.00
3166,3e92,8.00
3167,3fur,8.00
3168,3gkz,8.00
3169,3gvu,8.00
3170,3hs4,8.00
3171,3hx3,8.00
3172,3k97,8.00
3173,3oy0,8.00
3174,3sio,8.00
3175,3t0x,8.00
3176,3zcl,8.00
3177,4a6l,8.00
3178,4ehz,8.00
3179,4ht0,8.00
3180,4knm,8.00
3181,4mo8,8.00
3182,4o2c,8.00
3183,4o9v,8.00
3184,4poh,8.00
3185,4x6i,8.00
3186,4zx0,8.00
3187,1v7a,8.01
3188,2cc7,8.01
3189,3vje,8.01
3190,1b7h,8.02
3191,2cet,8.02
3192,4uye,8.02
3193,4yes,8.02
3194,4elf,8.03
3195,4x5y,8.03
3196,4m2u,8.04
3197,5tmn,8.04
3198,1hih,8.05
3199,1vyf,8.05
3200,2b9a,8.05
3201,2bqv,8.05
3202,2jkh,8.05
3203,2xc4,8.05
3204,2xxt,8.05
3205,2y80,8.05
3206,3ag9,8.05
3207,3ml2,8.05
3208,3u8l,8.05
3209,4b8y,8.05
3210,4hdb,8.05
3211,4q19,8.05
3212,4rfd,8.05
3213,4zhm,8.05
3214,3dbu,8.06
3215,3vbd,8.07
3216,1siv,8.08
3217,3ifl,8.08
3218,2rkg,8.09
3219,2yfx,8.09
3220,3hub,8.09
3221,3tu7,8.09
3222,4elh,8.09
3223,4loy,8.09
3224,1erb,8.10
3225,1fzj,8.10
3226,1ghy,8.10
3227,1l6m,8.10
3228,1stc,8.10
3229,1ype,8.10
3230,2cf8,8.10
3231,2e9u,8.10
3232,2pvj,8.10
3233,2vvu,8.10
3234,3f15,8.10
3235,3kr8,8.10
3236,3nx7,8.10
3237,4poj,8.10
3238,4r74,8.10
3239,4zj4,8.10
3240,1ndz,8.11
3241,1nvr,8.11
3242,2pq9,8.11
3243,3fv2,8.11
3244,4cp7,8.11
3245,4v01,8.11
3246,4z1j,8.11
3247,1o5r,8.12
3248,2yi0,8.12
3249,2yk1,8.13
3250,4pop,8.13
3251,1g35,8.14
3252,1yqj,8.14
3253,3b4f,8.14
3254,3ljz,8.14
3255,3odu,8.14
3256,3ryx,8.14
3257,4buq,8.14
3258,4isi,8.14
3259,1fkh,8.15
3260,1w5v,8.15
3261,2d1n,8.15
3262,2fxu,8.15
3263,2jf4,8.15
3264,2q1q,8.15
3265,3bu1,8.15
3266,3d8w,8.15
3267,3i4b,8.15
3268,3nxq,8.15
3269,4eo8,8.15
3270,4loo,8.15
3271,4ly9,8.15
3272,4qiz,8.15
3273,3g08,8.16
3274,4elg,8.16
3275,3rz8,8.17
3276,4q09,8.17
3277,4qjm,8.17
3278,4z0q,8.17
3279,2f80,8.18
3280,3l3n,8.18
3281,2r59,8.19
3282,3hit,8.19
3283,3roc,8.19
3284,4mc2,8.19
3285,5acy,8.19
3286,5fl5,8.19
3287,2jds,8.20
3288,4gg7,8.20
3289,4x5p,8.21
3290,1efy,8.22
3291,1h1d,8.22
3292,1h1s,8.22
3293,1w11,8.22
3294,2vvv,8.22
3295,2zcs,8.22
3296,3d1y,8.22
3297,3l3m,8.22
3298,3le9,8.22
3299,3v5t,8.22
3300,3zbx,8.22
3301,4h3g,8.22
3302,4hym,8.22
3303,4lko,8.22
3304,5amg,8.22
3305,3e5a,8.23
3306,3f16,8.23
3307,4kfq,8.23
3308,1ydb,8.24
3309,3hll,8.24
3310,4rfc,8.24
3311,4x6m,8.24
3312,4z1e,8.24
3313,1c1u,8.25
3314,1g4o,8.25
3315,1nvq,8.25
3316,2pbw,8.25
3317,3ug2,8.25
3318,2e2r,8.26
3319,1wuq,8.27
3320,2cbj,8.27
3321,3hek,8.27
3322,4cps,8.27
3323,4djy,8.27
3324,3tt4,8.28
3325,4oc2,8.28
3326,4oc3,8.28
3327,1a28,8.29
3328,4bj8,8.29
3329,1b6l,8.30
3330,1qbq,8.30
3331,1tom,8.30
3332,2cen,8.30
3333,2pvk,8.30
3334,2rd6,8.30
3335,2v7a,8.30
3336,2v95,8.30
3337,3fqe,8.30
3338,3gjw,8.30
3339,3hku,8.30
3340,3hvi,8.30
3341,3jy0,8.30
3342,3zps,8.30
3343,4afg,8.30
3344,4cwr,8.30
3345,4o0b,8.30
3346,4x6p,8.30
3347,3dc3,8.31
3348,2gj5,8.32
3349,2yi7,8.32
3350,4gih,8.32
3351,4jwk,8.32
3352,4pee,8.32
3353,5c2a,8.32
3354,1hwr,8.33
3355,4z1k,8.33
3356,1bzy,8.34
3357,2qci,8.34
3358,2xye,8.34
3359,3npc,8.34
3360,1h23,8.35
3361,2uwd,8.35
3362,3nu5,8.35
3363,4bf6,8.35
3364,4yml,8.35
3365,1d4j,8.36
3366,3d83,8.36
3367,3kek,8.36
3368,3r7o,8.36
3369,4e6q,8.36
3370,2nmz,8.37
3371,3t1a,8.37
3372,4bao,8.37
3373,4v24,8.37
3374,4ye3,8.37
3375,1k21,8.38
3376,1mu6,8.38
3377,3qkd,8.38
3378,3zpu,8.38
3379,4a6b,8.38
3380,5d21,8.38
3381,1lzq,8.39
3382,1aaq,8.40
3383,1fd0,8.40
3384,1fq5,8.40
3385,1fzk,8.40
3386,1k22,8.40
3387,1mtr,8.40
3388,1w5x,8.40
3389,1z1h,8.40
3390,1zpa,8.40
3391,2al5,8.40
3392,2baj,8.40
3393,2j95,8.40
3394,2ovy,8.40
3395,2qbp,8.40
3396,2uwl,8.40
3397,2vsl,8.40
3398,2y82,8.40
3399,2zda,8.40
3400,3b68,8.40
3401,3d0e,8.40
3402,3el9,8.40
3403,3qxv,8.40
3404,3str,8.40
3405,3sww,8.40
3406,3zxz,8.40
3407,4aoi,8.40
3408,4bck,8.40
3409,4nh7,8.40
3410,4ual,8.40
3411,1e4h,8.41
3412,1g48,8.41
3413,1i9p,8.41
3414,1i9q,8.41
3415,1w96,8.41
3416,1bwb,8.42
3417,1i9o,8.42
3418,4ksy,8.42
3419,4wa9,8.42
3420,2xbv,8.43
3421,2za5,8.43
3422,3nhi,8.43
3423,3u7s,8.43
3424,4y8x,8.43
3425,2vc9,8.44
3426,2xyf,8.44
3427,4zae,8.44
3428,3kdd,8.46
3429,4css,8.46
3430,2oag,8.47
3431,3zln,8.47
3432,1i9l,8.48
3433,1i9m,8.48
3434,1w5y,8.48
3435,2hs1,8.48
3436,2p3b,8.48
3437,2r5p,8.48
3438,2uxz,8.48
3439,2yix,8.48
3440,3b1m,8.48
3441,3n3j,8.48
3442,1ec0,8.49
3443,2g5u,8.49
3444,2ihq,8.49
3445,3s45,8.49
3446,4hdf,8.49
3447,4m2r,8.49
3448,7upj,8.49
3449,2vh0,8.51
3450,3i25,8.51
3451,3u8j,8.51
3452,1fcy,8.52
3453,1i5r,8.52
3454,1nfx,8.52
3455,1rp7,8.52
3456,1xkk,8.52
3457,2boh,8.52
3458,2fvd,8.52
3459,2oc2,8.52
3460,2q64,8.52
3461,2qu6,8.52
3462,2vvc,8.52
3463,2vw5,8.52
3464,2wn9,8.52
3465,3hvh,8.52
3466,3hvk,8.52
3467,3lpi,8.52
3468,3ml5,8.52
3469,3suu,8.52
3470,3ttm,8.52
3471,4nh8,8.52
3472,4o6w,8.52
3473,4o97,8.52
3474,4zj6,8.52
3475,3kjd,8.54
3476,4hwo,8.54
3477,1hos,8.55
3478,1ppl,8.55
3479,2byr,8.55
3480,3ejp,8.55
3481,3v51,8.55
3482,5amd,8.55
3483,1bgq,8.57
3484,1q1g,8.57
3485,2x4z,8.57
3486,3ejq,8.57
3487,3ejr,8.57
3488,3v7x,8.57
3489,4kmz,8.57
3490,5caq,8.57
3491,3r5t,8.58
3492,2wky,8.59
3493,3ibi,8.59
3494,1bwa,8.60
3495,3b66,8.60
3496,3s43,8.60
3497,3sxf,8.60
3498,3t3u,8.60
3499,4efs,8.60
3500,4gj2,8.60
3501,4qf7,8.60
3502,4qjp,8.60
3503,4ban,8.61
3504,2cej,8.62
3505,3ryz,8.62
3506,4bf1,8.62
3507,4fcf,8.62
3508,4hf4,8.62
3509,4jx9,8.62
3510,5egm,8.62
3511,3f17,8.63
3512,1g45,8.64
3513,1mue,8.64
3514,1r1j,8.64
3515,1t31,8.64
3516,2qry,8.64
3517,3hkw,8.64
3518,3s71,8.64
3519,4pft,8.64
3520,4qd6,8.64
3521,4zyf,8.64
3522,5e8f,8.64
3523,6std,8.64
3524,2oax,8.65
3525,1i9n,8.66
3526,3d1x,8.66
3527,3nox,8.66
3528,3u8k,8.66
3529,2qd6,8.68
3530,2q55,8.69
3531,1bcd,8.70
3532,1g4j,8.70
3533,1hfs,8.70
3534,1jgl,8.70
3535,1jyq,8.70
3536,1lnm,8.70
3537,1ohr,8.70
3538,1pxo,8.70
3539,1t7j,8.70
3540,1w13,8.70
3541,1xap,8.70
3542,2b7d,8.70
3543,2f8g,8.70
3544,2fmb,8.70
3545,2h4n,8.70
3546,2jh0,8.70
3547,2ojj,8.70
3548,2pcp,8.70
3549,2uwo,8.70
3550,2vj8,8.70
3551,2wgj,8.70
3552,2wyg,8.70
3553,2y5f,8.70
3554,2y7z,8.70
3555,2y81,8.70
3556,3brn,8.70
3557,3d9z,8.70
3558,3eqr,8.70
3559,3ge7,8.70
3560,3hvj,8.70
3561,3i5z,8.70
3562,3i60,8.70
3563,3s73,8.70
3564,4a7i,8.70
3565,4bah,8.70
3566,4eo6,8.70
3567,4hy1,8.70
3568,4r5a,8.70
3569,4rwj,8.70
3570,4yth,8.70
3571,4zwx,8.70
3572,4zwz,8.70
3573,5e2o,8.70
3574,3ckz,8.72
3575,3p8o,8.72
3576,3ts4,8.72
3577,4crc,8.72
3578,4ish,8.72
3579,4ivb,8.72
3580,4x6o,8.72
3581,1b6k,8.74
3582,1mjj,8.74
3583,1sdv,8.74
3584,2vkm,8.74
3585,2wtv,8.74
3586,3rz1,8.74
3587,4ei4,8.74
3588,4gii,8.74
3589,1bnv,8.77
3590,1d4l,8.77
3591,1qft,8.77
3592,1x38,8.77
3593,1zp8,8.77
3594,2wkz,8.77
3595,3b5r,8.77
3596,3qdd,8.77
3597,4e4l,8.77
3598,4m0f,8.77
3599,4yhq,8.77
3600,1fkn,8.80
3601,1g46,8.80
3602,1w5w,8.80
3603,3d1z,8.80
3604,3oaf,8.80
3605,3rt4,8.80
3606,5cau,8.80
3607,5e2p,8.80
3608,1ork,8.81
3609,1g54,8.82
3610,1m0b,8.82
3611,2zcq,8.82
3612,2zxg,8.82
3613,3fvk,8.82
3614,3nu4,8.82
3615,4i5c,8.82
3616,4ks1,8.82
3617,4x6n,8.82
3618,1lhu,8.83
3619,3mxd,8.83
3620,1d4i,8.85
3621,2avo,8.85
3622,2obf,8.85
3623,3b67,8.85
3624,3e93,8.85
3625,4gj3,8.85
3626,5cas,8.85
3627,2xej,8.87
3628,1n3i,8.89
3629,1nfy,8.89
3630,1nt1,8.89
3631,2idw,8.89
3632,2y7x,8.89
3633,3ekp,8.89
3634,3vhc,8.89
3635,3zze,8.89
3636,4cst,8.89
3637,4yc9,8.89
3638,3egt,8.90
3639,4bak,8.91
3640,1ec1,8.92
3641,1kzn,8.92
3642,1r1h,8.92
3643,3k37,8.92
3644,4e6d,8.92
3645,4heg,8.92
3646,4bam,8.94
3647,1j37,8.96
3648,1nfw,8.96
3649,2p4j,8.96
3650,3dcc,8.96
3651,3i9g,8.96
3652,3rz7,8.96
3653,3v5p,8.96
3654,4ag8,8.96
3655,4k18,8.96
3656,1apv,9.00
3657,1e3g,9.00
3658,1fm9,9.00
3659,1k27,9.00
3660,1mq5,9.00
3661,1mu8,9.00
3662,1y0l,9.00
3663,2j4i,9.00
3664,2p4y,9.00
3665,2wyj,9.00
3666,3dd0,9.00
3667,3jrx,9.00
3668,3nw9,9.00
3669,3u6h,9.00
3670,3u6i,9.00
3671,3ui7,9.00
3672,3uri,9.00
3673,4c2v,9.00
3674,4h3f,9.00
3675,4x5q,9.00
3676,2q54,9.01
